doc_id,text,cleaned_text,tokens,token_count,label
3023,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",marathon now has a 4 6 percent stake in plx it said according to bloomberg,"['marathon', 'now', 'has', 'a', '4', '6', 'percent', 'stake', 'in', 'plx', 'it', 'said', 'according', 'to', 'bloomberg']",15,neutral
3024,Market data and analytics are derived from primary and secondary research .,market data and analytics are derived from primary and secondary research,"['market', 'data', 'and', 'analytics', 'are', 'derived', 'from', 'primary', 'and', 'secondary', 'research']",11,neutral
3025,"Martela said plans to expand its recycled furniture business elsewhere in Finland , too .",martela said plans to expand its recycled furniture business elsewhere in finland too,"['martela', 'said', 'plans', 'to', 'expand', 'its', 'recycled', 'furniture', 'business', 'elsewhere', 'in', 'finland', 'too']",13,positive
3026,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",may 29 2010 companiesandmarkets com delivered by newstex this report provides key data and information on the meat fish and poultry market in finland,"['may', '29', '2010', 'companiesandmarkets', 'com', 'delivered', 'by', 'newstex', 'this', 'report', 'provides', 'key', 'data', 'and', 'information', 'on', 'the', 'meat', 'fish', 'and', 'poultry', 'market', 'in', 'finland']",24,neutral
3027,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding .",meanwhile alfa owns 25 1 of megafon through altimo and 4 99 of turkcell via an 18 5 stake in cukurova holding,"['meanwhile', 'alfa', 'owns', '25', '1', 'of', 'megafon', 'through', 'altimo', 'and', '4', '99', 'of', 'turkcell', 'via', 'an', '18', '5', 'stake', 'in', 'cukurova', 'holding']",22,neutral
3028,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe .",mercator will use the software for its logistic retail and wholesale operations in slovenia and its other markets in southeastern europe,"['mercator', 'will', 'use', 'the', 'software', 'for', 'its', 'logistic', 'retail', 'and', 'wholesale', 'operations', 'in', 'slovenia', 'and', 'its', 'other', 'markets', 'in', 'southeastern', 'europe']",21,neutral
3029,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,metsa botnia will sell 82 1 of its stake in the uruguayan companies and metsaliitto 5 5,"['metsa', 'botnia', 'will', 'sell', '82', '1', 'of', 'its', 'stake', 'in', 'the', 'uruguayan', 'companies', 'and', 'metsaliitto', '5', '5']",17,neutral
3030,"Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland .",metso foundries jyvaskyla inc will begin personnel negotiations on temporary lay offs and personnel reductions in jyvaskyla finland,"['metso', 'foundries', 'jyvaskyla', 'inc', 'will', 'begin', 'personnel', 'negotiations', 'on', 'temporary', 'lay', 'offs', 'and', 'personnel', 'reductions', 'in', 'jyvaskyla', 'finland']",18,negative
3031,"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008 the company said,"['metso', 'foundries', 'jyvaskyla', 'oy', 'will', 'discontinue', 'production', 'on', 'this', 'line', 'by', '30', 'september', '2008', 'the', 'company', 'said']",17,neutral
3032,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .,metso foundries jyvaskyla oy will discontinue production on this line by 30 september 2008,"['metso', 'foundries', 'jyvaskyla', 'oy', 'will', 'discontinue', 'production', 'on', 'this', 'line', 'by', '30', 'september', '2008']",14,neutral
3033,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",metso oyj said it has sold its spreader roll manufacturing business and related assets in the town of nokia southern finland to a group of finnish investors who will operate the business under the name of finbow oy,"['metso', 'oyj', 'said', 'it', 'has', 'sold', 'its', 'spreader', 'roll', 'manufacturing', 'business', 'and', 'related', 'assets', 'in', 'the', 'town', 'of', 'nokia', 'southern', 'finland', 'to', 'a', 'group', 'of', 'finnish', 'investors', 'who', 'will', 'operate', 'the', 'business', 'under', 'the', 'name', 'of', 'finbow', 'oy']",38,neutral
3034,"Microsoft also churned up its courtship , agreeing to use the Navteq mapping service , which is offered by a company Nokia bought for $ 8.1 billion a few years ago .",microsoft also churned up its courtship agreeing to use the navteq mapping service which is offered by a company nokia bought for 8 1 billion a few years ago,"['microsoft', 'also', 'churned', 'up', 'its', 'courtship', 'agreeing', 'to', 'use', 'the', 'navteq', 'mapping', 'service', 'which', 'is', 'offered', 'by', 'a', 'company', 'nokia', 'bought', 'for', '8', '1', 'billion', 'a', 'few', 'years', 'ago']",29,positive
3035,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .,microsoft last week also issued the first patch for the windows 7 operating system beta it had released days earlier,"['microsoft', 'last', 'week', 'also', 'issued', 'the', 'first', 'patch', 'for', 'the', 'windows', '7', 'operating', 'system', 'beta', 'it', 'had', 'released', 'days', 'earlier']",20,neutral
3036,"More than 50,000 tonnes of asphalt mix will be used in the contract .",more than 50 000 tonnes of asphalt mix will be used in the contract,"['more', 'than', '50', '000', 'tonnes', 'of', 'asphalt', 'mix', 'will', 'be', 'used', 'in', 'the', 'contract']",14,neutral
3037,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .",m real which is part of finnish paper maker metsaliitto group is due to release its second quarter report at around 12 00 eet on 5 august 2010,"['m', 'real', 'which', 'is', 'part', 'of', 'finnish', 'paper', 'maker', 'metsaliitto', 'group', 'is', 'due', 'to', 'release', 'its', 'second', 'quarter', 'report', 'at', 'around', '12', '00', 'eet', 'on', '5', 'august', '2010']",28,neutral
3038,"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ï¿½liitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",m real corporation stock exchange release 27 august 2009 at 3 15 pm m real has received the eur 190 million cash payment from sappi m real corporation a part of mets ï¿½liitto group divested its graphic papers business to sappi limited at the end of 2008 for eur 750 million,"['m', 'real', 'corporation', 'stock', 'exchange', 'release', '27', 'august', '2009', 'at', '3', '15', 'pm', 'm', 'real', 'has', 'received', 'the', 'eur', '190', 'million', 'cash', 'payment', 'from', 'sappi', 'm', 'real', 'corporation', 'a', 'part', 'of', 'mets', 'ï¿½liitto', 'group', 'divested', 'its', 'graphic', 'papers', 'business', 'to', 'sappi', 'limited', 'at', 'the', 'end', 'of', '2008', 'for', 'eur', '750', 'million']",51,neutral
3039,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",n 1 group will pay eur16 5 m of the transaction price upon closing and the remaining sum in 2012,"['n', '1', 'group', 'will', 'pay', 'eur16', '5', 'm', 'of', 'the', 'transaction', 'price', 'upon', 'closing', 'and', 'the', 'remaining', 'sum', 'in', '2012']",20,neutral
3040,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",national conciliator juhani salonius who met both parties on wednesday said they were too far apart in their views for him to propose mediation,"['national', 'conciliator', 'juhani', 'salonius', 'who', 'met', 'both', 'parties', 'on', 'wednesday', 'said', 'they', 'were', 'too', 'far', 'apart', 'in', 'their', 'views', 'for', 'him', 'to', 'propose', 'mediation']",24,negative
3041,ND = Not disclosed .,nd not disclosed,"['nd', 'not', 'disclosed']",3,neutral
3042,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,negotiations with representatives of the personnel regarding the restructuring process have now been ended,"['negotiations', 'with', 'representatives', 'of', 'the', 'personnel', 'regarding', 'the', 'restructuring', 'process', 'have', 'now', 'been', 'ended']",14,neutral
3043,Neither of the companies use genetically engineered soy at the moment .,neither of the companies use genetically engineered soy at the moment,"['neither', 'of', 'the', 'companies', 'use', 'genetically', 'engineered', 'soy', 'at', 'the', 'moment']",11,neutral
3044,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",neste oil will publish its third quarter 2008 results on friday 24 october 2008 at approximately 9 am eet,"['neste', 'oil', 'will', 'publish', 'its', 'third', 'quarter', '2008', 'results', 'on', 'friday', '24', 'october', '2008', 'at', 'approximately', '9', 'am', 'eet']",19,neutral
3045,"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",new delhi feb 12 korteniemi anneli helokunnas tuija peltola marjo keskinen jukka salminen jussi tusa kia and janhonen risto of nokia telecommunications oy espoo finland have developed cable adjustment device,"['new', 'delhi', 'feb', '12', 'korteniemi', 'anneli', 'helokunnas', 'tuija', 'peltola', 'marjo', 'keskinen', 'jukka', 'salminen', 'jussi', 'tusa', 'kia', 'and', 'janhonen', 'risto', 'of', 'nokia', 'telecommunications', 'oy', 'espoo', 'finland', 'have', 'developed', 'cable', 'adjustment', 'device']",30,neutral
3046,New Novator products are supposed to be exported .,new novator products are supposed to be exported,"['new', 'novator', 'products', 'are', 'supposed', 'to', 'be', 'exported']",8,neutral
3047,New product launches in Finland will more than double from 2005 .,new product launches in finland will more than double from 2005,"['new', 'product', 'launches', 'in', 'finland', 'will', 'more', 'than', 'double', 'from', '2005']",11,positive
3048,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",niina nenonen marimekko s current director for clothing bags and accessories lines will take up this role,"['niina', 'nenonen', 'marimekko', 's', 'current', 'director', 'for', 'clothing', 'bags', 'and', 'accessories', 'lines', 'will', 'take', 'up', 'this', 'role']",17,neutral
3049,No changes in media activity were seen in October compared with September .,no changes in media activity were seen in october compared with september,"['no', 'changes', 'in', 'media', 'activity', 'were', 'seen', 'in', 'october', 'compared', 'with', 'september']",12,neutral
3050,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet .,no decision on such sale of the now issued or existing treasury shares to ya global has been made yet,"['no', 'decision', 'on', 'such', 'sale', 'of', 'the', 'now', 'issued', 'or', 'existing', 'treasury', 'shares', 'to', 'ya', 'global', 'has', 'been', 'made', 'yet']",20,neutral
3051,No financial detail were available .,no financial detail were available,"['no', 'financial', 'detail', 'were', 'available']",5,neutral
3052,No financial details were revealed .,no financial details were revealed,"['no', 'financial', 'details', 'were', 'revealed']",5,neutral
3053,No financial information was provided .,no financial information was provided,"['no', 'financial', 'information', 'was', 'provided']",5,neutral
3054,No other ev3 devices were involved in this action .,no other ev3 devices were involved in this action,"['no', 'other', 'ev3', 'devices', 'were', 'involved', 'in', 'this', 'action']",9,neutral
3055,Nokia is also negotiating the product portfolio of the new company .,nokia is also negotiating the product portfolio of the new company,"['nokia', 'is', 'also', 'negotiating', 'the', 'product', 'portfolio', 'of', 'the', 'new', 'company']",11,neutral
3056,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",nordea pankki suomi oyj according to previously announced has made forward contracts on alma media corporation shares,"['nordea', 'pankki', 'suomi', 'oyj', 'according', 'to', 'previously', 'announced', 'has', 'made', 'forward', 'contracts', 'on', 'alma', 'media', 'corporation', 'shares']",17,neutral
3057,Nordea 's chairman of the board Hans Dalborg has informed the nomination committee that he will not be up for re-election at the Annual General Meeting in 2011 .,nordea s chairman of the board hans dalborg has informed the nomination committee that he will not be up for re election at the annual general meeting in 2011,"['nordea', 's', 'chairman', 'of', 'the', 'board', 'hans', 'dalborg', 'has', 'informed', 'the', 'nomination', 'committee', 'that', 'he', 'will', 'not', 'be', 'up', 'for', 're', 'election', 'at', 'the', 'annual', 'general', 'meeting', 'in', '2011']",29,neutral
3058,Nordea was the cheapest also for a couple in their 30s with debt .,nordea was the cheapest also for a couple in their 30s with debt,"['nordea', 'was', 'the', 'cheapest', 'also', 'for', 'a', 'couple', 'in', 'their', '30s', 'with', 'debt']",13,neutral
3059,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",nordic business report 17 january 2006 efore plc inaugurates new plant in estonia 1998 2006 m2 communications ltd finnish power electronics manufacturer efore plc said on tuesday 17 january that it was inaugurating its new plant in parnu estonia,"['nordic', 'business', 'report', '17', 'january', '2006', 'efore', 'plc', 'inaugurates', 'new', 'plant', 'in', 'estonia', '1998', '2006', 'm2', 'communications', 'ltd', 'finnish', 'power', 'electronics', 'manufacturer', 'efore', 'plc', 'said', 'on', 'tuesday', '17', 'january', 'that', 'it', 'was', 'inaugurating', 'its', 'new', 'plant', 'in', 'parnu', 'estonia']",39,neutral
3060,"Nordstjernan will make the offer in approximately one month , in September 2007 .",nordstjernan will make the offer in approximately one month in september 2007,"['nordstjernan', 'will', 'make', 'the', 'offer', 'in', 'approximately', 'one', 'month', 'in', 'september', '2007']",12,neutral
3061,Number of offers received for this contract is two .,number of offers received for this contract is two,"['number', 'of', 'offers', 'received', 'for', 'this', 'contract', 'is', 'two']",9,neutral
3062,NWC ANALYSIS :,nwc analysis,"['nwc', 'analysis']",2,neutral
3063,Odell has not contacted the State of Finland in this issue .,odell has not contacted the state of finland in this issue,"['odell', 'has', 'not', 'contacted', 'the', 'state', 'of', 'finland', 'in', 'this', 'issue']",11,neutral
3064,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",okhta center area is expected to have about 700 000 square metres of office premises by 2016,"['okhta', 'center', 'area', 'is', 'expected', 'to', 'have', 'about', '700', '000', 'square', 'metres', 'of', 'office', 'premises', 'by', '2016']",17,neutral
3065,Okmetic has used the furnaces for the contract manufacturing of solar crystals .,okmetic has used the furnaces for the contract manufacturing of solar crystals,"['okmetic', 'has', 'used', 'the', 'furnaces', 'for', 'the', 'contract', 'manufacturing', 'of', 'solar', 'crystals']",12,neutral
3066,Okmetic revised its 2010 financial outlook based on its order book .,okmetic revised its 2010 financial outlook based on its order book,"['okmetic', 'revised', 'its', '2010', 'financial', 'outlook', 'based', 'on', 'its', 'order', 'book']",11,neutral
3067,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 % .",on 25 august 2009 sampo s stake in nordea was 19 45,"['on', '25', 'august', '2009', 'sampo', 's', 'stake', 'in', 'nordea', 'was', '19', '45']",12,neutral
3068,"On the other hand , Montevideo said that having the two mills working in the area will generate jobs .",on the other hand montevideo said that having the two mills working in the area will generate jobs,"['on', 'the', 'other', 'hand', 'montevideo', 'said', 'that', 'having', 'the', 'two', 'mills', 'working', 'in', 'the', 'area', 'will', 'generate', 'jobs']",18,positive
3069,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO .",on wednesday he announced that the government would propose granting a licence for two reactors one to be built by fennovoima and the other by tvo,"['on', 'wednesday', 'he', 'announced', 'that', 'the', 'government', 'would', 'propose', 'granting', 'a', 'licence', 'for', 'two', 'reactors', 'one', 'to', 'be', 'built', 'by', 'fennovoima', 'and', 'the', 'other', 'by', 'tvo']",26,positive
3070,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position .",one can also apply for jobs directly from the ipad select which cv to attach and which covering letter is most appropriate for each position,"['one', 'can', 'also', 'apply', 'for', 'jobs', 'directly', 'from', 'the', 'ipad', 'select', 'which', 'cv', 'to', 'attach', 'and', 'which', 'covering', 'letter', 'is', 'most', 'appropriate', 'for', 'each', 'position']",25,neutral
3071,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks .",one price category is for calls on the preferred operator s network and another for calls on other operators networks,"['one', 'price', 'category', 'is', 'for', 'calls', 'on', 'the', 'preferred', 'operator', 's', 'network', 'and', 'another', 'for', 'calls', 'on', 'other', 'operators', 'networks']",20,neutral
3072,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",operators only need to learn how to use one device for multiple levels of applications including voice directed operations,"['operators', 'only', 'need', 'to', 'learn', 'how', 'to', 'use', 'one', 'device', 'for', 'multiple', 'levels', 'of', 'applications', 'including', 'voice', 'directed', 'operations']",19,neutral
3073,"Originally posted to the PCMag.com security blog , Security Watch .",originally posted to the pcmag com security blog security watch,"['originally', 'posted', 'to', 'the', 'pcmag', 'com', 'security', 'blog', 'security', 'watch']",10,neutral
3074,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division .,oriola kd is a spin off of finnish pharmaceutical group orion oyj s wholesale division,"['oriola', 'kd', 'is', 'a', 'spin', 'off', 'of', 'finnish', 'pharmaceutical', 'group', 'orion', 'oyj', 's', 'wholesale', 'division']",15,neutral
3075,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .",other north rhine westphalia is to issue a benchmark 5 year fixed rate deal in euros,"['other', 'north', 'rhine', 'westphalia', 'is', 'to', 'issue', 'a', 'benchmark', '5', 'year', 'fixed', 'rate', 'deal', 'in', 'euros']",16,neutral
3076,Other details were not provided .,other details were not provided,"['other', 'details', 'were', 'not', 'provided']",5,neutral
3077,"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",our objective is to yield a significant part of our turnover in russia in a couple of years says solteq s managing director hannu ahola,"['our', 'objective', 'is', 'to', 'yield', 'a', 'significant', 'part', 'of', 'our', 'turnover', 'in', 'russia', 'in', 'a', 'couple', 'of', 'years', 'says', 'solteq', 's', 'managing', 'director', 'hannu', 'ahola']",25,neutral
3078,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec .",outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology which has been developed jointly by eesti energia and outotec,"['outotec', 'is', 'currently', 'delivering', 'a', 'new', 'oil', 'shale', 'processing', 'plant', 'for', 'eesti', 'energia', 'in', 'estonia', 'based', 'on', 'enefit', 'technology', 'which', 'has', 'been', 'developed', 'jointly', 'by', 'eesti', 'energia', 'and', 'outotec']",29,neutral
3079,"PA ) , JPMorgan Chase and Co ( NYSE : JPM ) and Pohjoa Bank are joint lead-managers on the senior , unsecured deal .",pa jpmorgan chase and co nyse jpm and pohjoa bank are joint lead managers on the senior unsecured deal,"['pa', 'jpmorgan', 'chase', 'and', 'co', 'nyse', 'jpm', 'and', 'pohjoa', 'bank', 'are', 'joint', 'lead', 'managers', 'on', 'the', 'senior', 'unsecured', 'deal']",19,neutral
3080,Panostaja did not disclose the purchase price .,panostaja did not disclose the purchase price,"['panostaja', 'did', 'not', 'disclose', 'the', 'purchase', 'price']",7,neutral
3081,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium .,pharmaceutical market in belgium global research data services published recently a market analysis about the pharmaceutical markets in belgium,"['pharmaceutical', 'market', 'in', 'belgium', 'global', 'research', 'data', 'services', 'published', 'recently', 'a', 'market', 'analysis', 'about', 'the', 'pharmaceutical', 'markets', 'in', 'belgium']",19,neutral
3082,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,pharmaceutical market in poland global research data services published recently a market analysis about the pharmaceutical markets in poland,"['pharmaceutical', 'market', 'in', 'poland', 'global', 'research', 'data', 'services', 'published', 'recently', 'a', 'market', 'analysis', 'about', 'the', 'pharmaceutical', 'markets', 'in', 'poland']",19,neutral
3083,Philips was not available to comment on the report .,philips was not available to comment on the report,"['philips', 'was', 'not', 'available', 'to', 'comment', 'on', 'the', 'report']",9,neutral
3084,Pohjola and cooperative banks have continued to combine their branch office network .,pohjola and cooperative banks have continued to combine their branch office network,"['pohjola', 'and', 'cooperative', 'banks', 'have', 'continued', 'to', 'combine', 'their', 'branch', 'office', 'network']",12,neutral
3085,Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,pohjola will act as the manager of the issue and the bond will be listed on nasdaq omx helsinki ltd,"['pohjola', 'will', 'act', 'as', 'the', 'manager', 'of', 'the', 'issue', 'and', 'the', 'bond', 'will', 'be', 'listed', 'on', 'nasdaq', 'omx', 'helsinki', 'ltd']",20,neutral
3086,Ponsse will divide its sales and maintenance service network into six geographical areas .,ponsse will divide its sales and maintenance service network into six geographical areas,"['ponsse', 'will', 'divide', 'its', 'sales', 'and', 'maintenance', 'service', 'network', 'into', 'six', 'geographical', 'areas']",13,neutral
3087,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B .",poyry plccompany announcement 10 december 2010 at 4 10 p m pursuant to poyry plc s stock option program 2004 63 792 new shares of the company have been subscribed since 27 october 2010 with stock options 2004b,"['poyry', 'plccompany', 'announcement', '10', 'december', '2010', 'at', '4', '10', 'p', 'm', 'pursuant', 'to', 'poyry', 'plc', 's', 'stock', 'option', 'program', '2004', '63', '792', 'new', 'shares', 'of', 'the', 'company', 'have', 'been', 'subscribed', 'since', '27', 'october', '2010', 'with', 'stock', 'options', '2004b']",38,neutral
3088,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",presentation materials will be posted on the company s website www seahawkdrilling com in the investor relations section on the webcast presentations tab,"['presentation', 'materials', 'will', 'be', 'posted', 'on', 'the', 'company', 's', 'website', 'www', 'seahawkdrilling', 'com', 'in', 'the', 'investor', 'relations', 'section', 'on', 'the', 'webcast', 'presentations', 'tab']",23,neutral
3089,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",previously grimaldi held a 46 43 pct stake in the finnish company following the takeover bid launched in november 2006,"['previously', 'grimaldi', 'held', 'a', '46', '43', 'pct', 'stake', 'in', 'the', 'finnish', 'company', 'following', 'the', 'takeover', 'bid', 'launched', 'in', 'november', '2006']",20,neutral
3090,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",price talk is in the mid market swaps plus 105 bps area and the leads are barclays bnpp ubs and cba,"['price', 'talk', 'is', 'in', 'the', 'mid', 'market', 'swaps', 'plus', '105', 'bps', 'area', 'and', 'the', 'leads', 'are', 'barclays', 'bnpp', 'ubs', 'and', 'cba']",21,neutral
3091,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net .",prior to the transaction whose financial terms have not been disclosed alma media owned 40 of kotikokki net,"['prior', 'to', 'the', 'transaction', 'whose', 'financial', 'terms', 'have', 'not', 'been', 'disclosed', 'alma', 'media', 'owned', '40', 'of', 'kotikokki', 'net']",18,neutral
3092,"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .",production facilities 6 july 2010 finnish investment group neomarkka oyj hel nembv said today that it will buy the former production facilities of kuitu finland ltd as part of negotiations on the option to invest in specialty cellulose fiber business,"['production', 'facilities', '6', 'july', '2010', 'finnish', 'investment', 'group', 'neomarkka', 'oyj', 'hel', 'nembv', 'said', 'today', 'that', 'it', 'will', 'buy', 'the', 'former', 'production', 'facilities', 'of', 'kuitu', 'finland', 'ltd', 'as', 'part', 'of', 'negotiations', 'on', 'the', 'option', 'to', 'invest', 'in', 'specialty', 'cellulose', 'fiber', 'business']",40,neutral
3093,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products .",products include consumer electronics devices such as mobile phones and their accessories set top boxes flat panel tvs as well as system solutions products such as infrastructure systems modules and other industrial segment products,"['products', 'include', 'consumer', 'electronics', 'devices', 'such', 'as', 'mobile', 'phones', 'and', 'their', 'accessories', 'set', 'top', 'boxes', 'flat', 'panel', 'tvs', 'as', 'well', 'as', 'system', 'solutions', 'products', 'such', 'as', 'infrastructure', 'systems', 'modules', 'and', 'other', 'industrial', 'segment', 'products']",34,neutral
3094,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway .",proha plc euronext 7327 announced today 19 may that its fully owned subsidiary safran software solutions as has agreed to sell its 49 share of safran north america llc to a sna holding as an investment group based in norway,"['proha', 'plc', 'euronext', '7327', 'announced', 'today', '19', 'may', 'that', 'its', 'fully', 'owned', 'subsidiary', 'safran', 'software', 'solutions', 'as', 'has', 'agreed', 'to', 'sell', 'its', '49', 'share', 'of', 'safran', 'north', 'america', 'llc', 'to', 'a', 'sna', 'holding', 'as', 'an', 'investment', 'group', 'based', 'in', 'norway']",40,neutral
3096,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",proline plus is available in both adjustable single and multichannel models and fixed volume single channel models in volume ranges from 0 1 micro litres to 10 ml,"['proline', 'plus', 'is', 'available', 'in', 'both', 'adjustable', 'single', 'and', 'multichannel', 'models', 'and', 'fixed', 'volume', 'single', 'channel', 'models', 'in', 'volume', 'ranges', 'from', '0', '1', 'micro', 'litres', 'to', '10', 'ml']",28,neutral
3097,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",protalix closed at 10 71 on friday on the american stock exchange giving a market cap of 827 million,"['protalix', 'closed', 'at', '10', '71', 'on', 'friday', 'on', 'the', 'american', 'stock', 'exchange', 'giving', 'a', 'market', 'cap', 'of', '827', 'million']",19,neutral
3098,Protalix is developing genetically engineered proteins from plant cells .,protalix is developing genetically engineered proteins from plant cells,"['protalix', 'is', 'developing', 'genetically', 'engineered', 'proteins', 'from', 'plant', 'cells']",9,neutral
3099,"Purchase it for the 12MP snapper , if nothing else .",purchase it for the 12mp snapper if nothing else,"['purchase', 'it', 'for', 'the', '12mp', 'snapper', 'if', 'nothing', 'else']",9,neutral
3100,R&D Loan ) .,r d loan,"['r', 'd', 'loan']",3,neutral
3101,Radiation and today is a full service house expert in radiation and nuclear safety issues .,radiation and today is a full service house expert in radiation and nuclear safety issues,"['radiation', 'and', 'today', 'is', 'a', 'full', 'service', 'house', 'expert', 'in', 'radiation', 'and', 'nuclear', 'safety', 'issues']",15,neutral
3102,Raisio is the site of the main production plants as well as company headquarters .,raisio is the site of the main production plants as well as company headquarters,"['raisio', 'is', 'the', 'site', 'of', 'the', 'main', 'production', 'plants', 'as', 'well', 'as', 'company', 'headquarters']",14,neutral
3103,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .,rapala vmc corporation rapala is a finland based company engaged in the manufacture and distribution of fishing equipment and accessories,"['rapala', 'vmc', 'corporation', 'rapala', 'is', 'a', 'finland', 'based', 'company', 'engaged', 'in', 'the', 'manufacture', 'and', 'distribution', 'of', 'fishing', 'equipment', 'and', 'accessories']",20,neutral
3104,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",rautalinko was resposnible also for mobility services and his job in this division will be continued by marek hintze,"['rautalinko', 'was', 'resposnible', 'also', 'for', 'mobility', 'services', 'and', 'his', 'job', 'in', 'this', 'division', 'will', 'be', 'continued', 'by', 'marek', 'hintze']",19,neutral
3105,Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008,"['recently', 'the', 'company', 'decided', 'to', 'build', 'a', 'second', 'identical', 'plant', 'at', 'the', 'same', 'site', 'due', 'to', 'be', 'commissioned', 'toward', 'the', 'end', 'of', '2008']",23,neutral
